nct_id,Title,Conditions,Phases,Enrollment,DurationWeeks,Arms,DrugClass,Comparator,Masking,Allocation,InterventionModel,SponsorType,Region,PrimaryEndpoint,BaselineHbA1c,HbA1c_SD,EffectSize_HbA1c,PValue_HbA1c,Study Status,Study Results,label_reason,success_label_basic
NCT79105951,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,35,25,2,NovelSmallMolecule,Placebo,Triple,Non-Randomized,Crossover,Industry,Multi-Region,Composite,8.22,0.94,-0.007,0.9735863815387803,Completed,Has Results,Not met / not primary / not significant,0
NCT84903381,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,164,13,2,Insulin,Placebo,Single,Randomized,Parallel,Industry,Asia,HbA1c change,7.49,0.91,-1.254,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT49169499,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,90,19,3,DPP-4i,Placebo,Open Label,Non-Randomized,Parallel,Industry,Other,HbA1c change,8.89,1.17,-0.834,1.5791080066884788e-06,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT82428791,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,227,20,3,TZD,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.48,1.11,-1.014,0.0,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT85752267,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,46,26,2,DPP-4i,Active,Open Label,Randomized,Parallel,Government,North America,FPG change,8.86,1.15,-0.607,0.011412325696345316,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT44873053,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,150,14,2,Insulin,Placebo,Open Label,Randomized,Parallel,Academic,North America,HbA1c change,7.6,1.15,-0.87,4.6662451680390404e-11,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT90827885,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,95,12,2,NovelSmallMolecule,Placebo,Double,Randomized,Single Group,Industry,Asia,HbA1c change,8.65,1.08,-0.812,2.3028170625938316e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT35949529,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,86,7,5,Other,Active,Open Label,Non-Randomized,Parallel,Industry,Asia,HbA1c change,8.54,0.84,-0.438,0.0006465395165844434,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT31560200,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,54,25,4,Other,StandardOfCare,Double,Randomized,Parallel,Industry,Multi-Region,Weight,8.5,0.92,-0.786,8.599041032786303e-06,Completed,Has Results,Not met / not primary / not significant,0
NCT71424594,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,130,19,2,Insulin,Placebo,Triple,Non-Randomized,Parallel,Industry,Europe,CGM TIR,7.92,1.0,-0.994,1.2212453270876722e-15,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT67308563,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,135,19,3,Insulin,StandardOfCare,Double,Randomized,Parallel,Industry,North America,HbA1c change,9.23,1.62,-0.796,5.230145629842031e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22577723,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,222,35,4,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Industry,Asia,Composite,9.84,0.76,-0.767,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT84946306,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,157,18,3,SGLT2i,Active,Double,Non-Randomized,Parallel,Industry,Other,Composite,7.62,1.0,-0.613,4.952878840391861e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT82440919,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,76,8,3,NovelSmallMolecule,Active,Triple,Randomized,Parallel,Industry,North America,HbA1c change,8.9,1.12,-1.041,1.1525535081879923e-08,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT10662604,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,63,15,5,DPP-4i,Placebo,Single,Non-Randomized,Parallel,Academic,North America,HbA1c change,6.5,1.02,-0.469,0.01015183032612832,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT81715831,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,54,10,5,GLP-1RA,DoseComparison,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,8.87,1.37,-0.793,0.002616863435452421,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT80823193,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,193,14,2,GLP-1RA,Placebo,Double,Randomized,Single Group,Industry,Europe,HbA1c change,7.09,1.02,,,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT80232787,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,70,14,2,NovelSmallMolecule,DoseComparison,Double,Randomized,Crossover,Industry,North America,HbA1c change,8.03,1.04,-0.664,0.00016058204656621555,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT69836576,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,194,12,2,GLP-1RA,Active,Open Label,Randomized,Single Group,Government,Europe,HbA1c change,7.48,1.3,-0.651,8.771453439138099e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT52441042,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,126,8,2,SGLT2i,Placebo,Double,Randomized,Crossover,Industry,Asia,Composite,8.25,1.55,-0.642,0.0010370619451383067,Completed,Has Results,Not met / not primary / not significant,0
NCT73464883,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,115,26,3,SGLT2i,Placebo,Open Label,Randomized,Single Group,Industry,Europe,HbA1c change,8.99,1.45,-0.175,0.36017857173220125,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT34940945,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,87,18,5,GLP-1RA,Active,Triple,Randomized,Crossover,Industry,Europe,CGM TIR,7.1,1.07,-0.522,0.001244891470395748,Completed,Has Results,Not met / not primary / not significant,0
NCT60008225,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,134,15,2,SGLT2i,Active,Single,Randomized,Parallel,Industry,North America,HbA1c change,8.15,1.09,-0.783,3.88416665497715e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT51302419,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,99,21,5,NovelSmallMolecule,Placebo,Open Label,Randomized,Crossover,Industry,Multi-Region,HbA1c change,8.04,1.11,-0.8,4.0860980632384525e-07,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT55504562,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,84,19,4,GLP-1RA,Active,Open Label,Randomized,Single Group,Academic,Europe,Weight,9.51,1.14,-1.486,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT61186707,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,136,18,2,NovelSmallMolecule,StandardOfCare,Open Label,Randomized,Parallel,Industry,Europe,HbA1c change,8.7,0.89,-0.388,0.0003107717641274155,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT13353608,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,93,20,4,NovelSmallMolecule,Placebo,Single,Non-Randomized,Parallel,Industry,North America,HbA1c change,7.58,1.33,-0.435,0.026327845688034035,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22581729,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,69,17,4,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,Asia,HbA1c change,8.07,1.15,-0.567,0.003833498263966173,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT32093304,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,130,20,5,GLP-1RA,Placebo,Single,Randomized,Single Group,Academic,Multi-Region,FPG change,9.49,1.09,-1.527,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT20307706,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,97,21,4,TZD,StandardOfCare,Open Label,Randomized,Parallel,Government,North America,HbA1c change,8.9,0.78,-0.821,2.680078381445128e-13,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT49565221,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,124,17,2,GLP-1RA,Placebo,Double,Randomized,Crossover,Academic,North America,HbA1c change,7.76,1.12,-0.839,3.19698556516812e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT70156265,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,81,15,2,DPP-4i,StandardOfCare,Double,Randomized,Crossover,Industry,North America,HbA1c change,8.21,0.63,-0.824,1.1102230246251565e-16,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT68898596,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,58,25,3,Other,Placebo,Single,Randomized,Single Group,Academic,Asia,HbA1c change,8.24,0.95,-0.491,0.005580960134564439,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT52398658,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,217,13,2,Other,Active,Single,Randomized,Parallel,Academic,Multi-Region,HbA1c change,8.02,0.96,-0.269,0.0035083989494039125,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT86957199,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,200,18,6,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Industry,Europe,HbA1c change,7.2,1.17,-0.618,1.3038907564766333e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT17127766,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,148,18,6,SGLT2i,Placebo,Open Label,Randomized,Crossover,Industry,Europe,HbA1c change,7.93,1.57,-0.753,3.715259965797468e-05,Terminated,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT78849896,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,84,12,6,NovelSmallMolecule,StandardOfCare,Open Label,Randomized,Single Group,Academic,Multi-Region,HbA1c change,9.37,1.24,-0.56,0.003498360005158796,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT61714055,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,87,11,2,NovelSmallMolecule,Placebo,Double,Randomized,Single Group,Industry,Multi-Region,FPG change,8.13,1.46,-0.709,0.0013847569417350103,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT67124648,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,185,14,2,DPP-4i,Placebo,Triple,Randomized,Parallel,Academic,North America,FPG change,8.33,1.26,-0.891,1.1166956248587212e-11,Completed,Has Results,Not met / not primary / not significant,0
NCT60883598,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,13,3,TZD,DoseComparison,Triple,Randomized,Parallel,Industry,North America,HbA1c change,8.5,1.38,,,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT59822145,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,75,7,3,GLP-1RA,DoseComparison,Double,Randomized,Parallel,Industry,Europe,HbA1c change,9.95,1.56,-0.876,0.0006087522123560118,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT18150978,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,231,12,3,SGLT2i,StandardOfCare,Double,Randomized,Single Group,Industry,Multi-Region,HbA1c change,8.41,0.92,-0.756,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT60328643,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,97,18,2,Insulin,Placebo,Single,Randomized,Parallel,Academic,Asia,Composite,9.17,0.9,-1.244,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT81542134,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,220,24,6,GLP-1RA,Active,Double,Randomized,Parallel,Government,Asia,HbA1c change,7.98,1.27,-1.121,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT37355508,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,53,19,2,GLP-1RA,StandardOfCare,Double,Randomized,Crossover,Industry,Multi-Region,HbA1c change,8.22,1.1,-1.491,2.8972380050618085e-12,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT64255441,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,126,4,3,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.41,1.16,-0.854,4.359910543705325e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT12773605,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,253,20,4,Other,Placebo,Double,Non-Randomized,Parallel,Industry,Europe,HbA1c change,7.86,1.04,-0.43,3.0927800900304447e-06,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT41274927,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,101,13,2,Insulin,StandardOfCare,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.26,0.95,-0.64,1.7201806988831336e-06,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT49304564,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,88,19,3,NovelSmallMolecule,Placebo,Double,Randomized,Single Group,Other,Multi-Region,HbA1c change,9.02,1.51,-0.947,3.0139156084629803e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT98446454,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,59,16,2,Other,Active,Double,Randomized,Parallel,Industry,Asia,FPG change,7.84,0.83,0.132,0.3844562324819959,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT29312620,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,162,15,3,GLP-1RA,DoseComparison,Single,Randomized,Parallel,Industry,North America,HbA1c change,8.4,1.27,-0.857,1.2990463149620268e-09,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT34889349,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,70,15,3,DPP-4i,Active,Triple,Randomized,Parallel,Industry,North America,FPG change,8.9,1.23,-0.812,9.577599846088969e-05,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT46767577,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,95,16,2,DPP-4i,Placebo,Open Label,Randomized,Parallel,Other,Multi-Region,CGM TIR,7.82,0.71,-0.552,7.041337302116091e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT99339904,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,57,24,4,GLP-1RA,Placebo,Triple,Randomized,Single Group,Industry,Multi-Region,HbA1c change,9.17,0.89,-1.123,1.8137824575603645e-11,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT86806275,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,200,16,5,NovelSmallMolecule,Placebo,Double,Non-Randomized,Parallel,Academic,Asia,Weight,8.45,0.93,-0.811,0.0,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT13122366,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,167,23,2,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,North America,FPG change,8.28,1.24,-0.459,0.0007341392251040135,Completed,Has Results,Not met / not primary / not significant,0
NCT31054553,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,98,22,2,DPP-4i,StandardOfCare,Double,Randomized,Parallel,Industry,Multi-Region,CGM TIR,6.99,1.01,-0.349,0.015264914680969022,Completed,Has Results,Not met / not primary / not significant,0
NCT83950699,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,59,20,3,GLP-1RA,StandardOfCare,Open Label,Randomized,Parallel,Academic,Multi-Region,FPG change,8.14,1.08,-0.476,0.016512562648393292,Completed,Has Results,Not met / not primary / not significant,0
NCT15247246,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,199,5,4,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.66,0.74,-0.717,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT87010375,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,84,23,2,Other,Placebo,Double,Non-Randomized,Crossover,Academic,Asia,HbA1c change,9.62,1.68,-0.969,0.0001890498366846627,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT35324549,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,61,13,2,GLP-1RA,StandardOfCare,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.8,1.12,-1.376,1.0404455075274655e-11,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT92588690,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,45,20,2,SGLT2i,Placebo,Double,Randomized,Parallel,Academic,Multi-Region,HbA1c change,9.19,1.22,-0.9,0.0004909255624950815,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT36423437,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,74,10,4,SGLT2i,Placebo,Open Label,Randomized,Parallel,Academic,Asia,HbA1c change,7.55,0.96,-0.77,1.2049494467758493e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT49088512,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,52,9,3,DPP-4i,Placebo,Single,Randomized,Parallel,Academic,Europe,HbA1c change,8.31,0.94,-0.65,0.00040564709563639667,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT69572485,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,75,28,3,TZD,Active,Double,Randomized,Single Group,Industry,Europe,HbA1c change,9.25,1.58,-0.829,0.0013023161739752487,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT21365266,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,139,10,4,DPP-4i,Placebo,Open Label,Non-Randomized,Parallel,Academic,Multi-Region,Weight,7.78,0.62,-0.42,1.6661064194956055e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT60132893,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,84,23,3,GLP-1RA,Active,Double,Randomized,Single Group,Other,Asia,FPG change,9.08,1.17,-0.955,1.2316997943795371e-07,Completed,Has Results,Not met / not primary / not significant,0
NCT55451394,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,117,17,4,SGLT2i,Placebo,Single,Non-Randomized,Parallel,Industry,North America,HbA1c change,8.91,0.8,-1.044,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT80550838,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,72,13,2,NovelSmallMolecule,Active,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.59,1.0,-0.041,0.8040088251678406,Completed,Has Results,Not met / not primary / not significant,0
NCT99649620,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,102,16,3,TZD,Placebo,Double,Randomized,Parallel,Academic,Multi-Region,HbA1c change,8.17,0.94,,,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT69788217,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,236,8,4,TZD,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,Weight,7.71,0.85,,,Completed,Has Results,Not met / not primary / not significant,0
NCT46826779,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,16,3,NovelSmallMolecule,Placebo,Single,Randomized,Crossover,Academic,Other,FPG change,9.64,1.11,-0.813,1.7390606140699205e-06,Completed,Has Results,Not met / not primary / not significant,0
NCT46574817,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,118,10,5,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Academic,Europe,HbA1c change,8.84,0.6,-0.915,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
